"id","category","self_mean","peer_mean","peer_low","peer_high","obs_mean","obs_low","obs_high","obs_p_one_sided","std_mean","std_low","std_high","std_p_one_sided","cp_raise_mean","cp_raise_low","cp_raise_high","sp_cp_support_mean","sp_cp_support_low","sp_cp_support_high","ct_cp_support_mean","ct_cp_support_low","ct_cp_support_high","spctp_cp_support_mean","spctp_cp_support_low","spctp_cp_support_high"
"RVO57","Information Treatment",0.2,0.245,0.1372,0.3528,0.0135169704181022,-0.195435603326235,0.22246954416244,0.449589189591749,0.104246710975068,-0.104740118425181,0.313233540375317,0.16445047840583,0.113406597024088,-0.0956106140269632,0.322423808075139,0.14863393905408,-0.0602868615300643,0.357554739638224,0.0924731545641369,-0.116486263430627,0.3014325725589,0.147054927861646,-0.0618668794817511,0.355976735205043
"SCJ86","Behavioral Biases/Reflective Thinking",0.6,0.425,0.306091538475085,0.543908461524915,0.12595825799409,-0.0828150011751716,0.334731517163352,0.118898006893008,-0.00352611543077582,-0.212157590907436,0.205105360045885,0.513203698879811,0.0170440845131633,-0.191521237523635,0.225609406549961,0.0441323199672742,-0.164530430624062,0.25279507055861,0.0747908008583188,-0.133836188023071,0.283417789739708,0.0354925117554071,-0.173166495774925,0.244151519285739
"SDB70","Information Treatment",0.2,0.237,0.0956306831970483,0.378369316802952,-0.0257184344498488,-0.235990307490237,0.184553438590539,0.594659007294216,0.476886862488067,0.266714538334271,0.687059186641863,5.8570166717469e-06,0.38897683879974,0.17883500060677,0.59911867699271,0.327333119897013,0.117197839533532,0.537468400260494,0.37243366503673,0.162184780699328,0.582682549374132,0.233625694902806,0.0234730085998729,0.443778381205739
"SFF33","Information Treatment",0.15,0.17,0.0871012934023965,0.252898706597604,-0.0127351686827918,-0.221750101970509,0.196279764604925,0.547495324189809,0.138170402830266,-0.0708345215451554,0.347175327205687,0.0979587350038969,0.138509506686992,-0.0705133958592403,0.347532409233224,0.32423013665236,0.115256749161611,0.533203524143109,0.16540384339794,-0.0435726144307585,0.374380301226639,0.114820598412709,-0.094199517613693,0.323840714439111
"SLX06","Behavioral Biases/Reflective Thinking",0.2,0.16,0.0528453661498694,0.267154633850131,0.0396477436590095,-0.170186528691646,0.249482016009665,0.355677707102735,0.01472779367506,-0.195091365181947,0.224546952532067,0.445326686943985,0.0213845295315926,-0.18844364421982,0.231212703283005,0.094991146301876,-0.114842450828814,0.304824743432566,-0.0575613740871584,-0.267376271606931,0.152253523432615,0.0154847238492555,-0.194308049302849,0.22527749700136
"SMS02","Behavioral Biases/Reflective Thinking",0.2,0.37,0.277374013725449,0.462625986274551,0.108924716611911,-0.0983485259829262,0.316197959206748,0.151852520432288,0.0693836028697753,-0.138083895518459,0.27685110125801,0.256288811501929,-0.000226062514720219,-0.207661033033611,0.20720890800417,0.0266378273703528,-0.181035695638799,0.234311350379505,-0.00568092846022011,-0.213112639035565,0.201750782115125,-0.0258062956627609,-0.233275313457417,0.181662722131895
"SUQ30","Information Treatment",0.5,0.195,0.111780103874668,0.278219896125332,0.0466287808841004,-0.162870101028273,0.256127662796474,0.331464715586656,-0.0589602448623653,-0.268218763571611,0.15029827384688,0.709433691203934,-0.137847134336522,-0.347111587956691,0.0714173192836465,-0.0467632947986588,-0.256096011082592,0.162569421485275,-0.182979265215949,-0.392428860101046,0.0264703296691477,-0.131457750417433,-0.340795379790881,0.0778798789560155
"TWL57","Information Treatment",0.7,0.32,0.205713342861032,0.434286657138968,0.130784172184374,-0.0785730215209651,0.340141365889713,0.110811230112112,0.367923875010182,0.15861038653582,0.577237363484544,0.000319861415272489,0.337202768127473,0.127912262180213,0.546493274074733,0.276589740583098,0.0673385794130806,0.485840901753115,0.313536268066655,0.104226475469007,0.522846060664303,0.41548693410097,0.206129498514306,0.624844369687634
"VLT89","Information Treatment",0.3,0.24,0.143315495898602,0.336684504101398,-0.0432635205593759,-0.251895900017076,0.165368858898324,0.657667109010579,0.100662847806627,-0.107933723222368,0.309259418835622,0.17243834025064,-0.0110116541587161,-0.219611721397044,0.197588413079612,0.174679275401219,-0.0339663099851212,0.383324860787559,0.14187844444658,-0.0667773650159716,0.350534253909132,0.163870245847418,-0.0448208459683939,0.37256133766323
"WFQ37","Behavioral Biases/Reflective Thinking",0.6,0.355,0.269253888977076,0.440746111022924,0.631876753832571,0.423589801256618,0.840163706408524,3.303292257523e-09,-0.100910094488157,-0.309595613369991,0.107775424393677,0.828049999234877,-0.102096671314549,-0.31065892075669,0.106465578127592,-0.115313847518536,-0.323930073878698,0.0933023788416257,-0.0602793580223456,-0.268887758274205,0.148329042229514,-0.0639476613556363,-0.272626317723684,0.144730995012412
"XAB92","Behavioral Biases/Reflective Thinking",0.3,0.24,0.111973336110533,0.368026663889467,-0.124909113637172,-0.334683635656851,0.0848654083825068,0.87801085599737,-0.0852352407303062,-0.295197824923612,0.124727343462999,0.7866178464411,-0.115262612114721,-0.325172427009827,0.0946472027803855,-0.0291551011666744,-0.239090851731701,0.180780649398352,-0.135658791358446,-0.345594059093919,0.0742764763770267,-0.135612276640283,-0.345703818706045,0.074479265425479
"XVG42","Behavioral Biases/Reflective Thinking",1.34,0.366666666666667,0.219666666666667,0.513666666666667,0.184513885108254,-0.0234484795536801,0.392476249770188,0.0414505329633289,0.284355793279376,0.0762845362420669,0.492427050316685,0.00386859965962091,0.25123230509564,0.0432103613112541,0.459254248880026,0.111339525130819,-0.0967003225126085,0.319379372774246,0.0323854086044507,-0.175665962176434,0.240436779385336,0.067183195138903,-0.14090399131596,0.275270381593766
"XYN28","Behavioral Biases/Reflective Thinking",0.4,0.235,0.130619903983353,0.339380096016647,-0.101191927689315,-0.31375117653485,0.11136732115622,0.824282259421332,-0.112179009801678,-0.325027660840888,0.100669641237532,0.848830049593977,-0.142044361055376,-0.355041759653314,0.0709530375425618,-0.0400601163964484,-0.252881435553278,0.172761202760381,0.0826827243212716,-0.12981634279129,0.295181791433833,0.0648200561612387,-0.147037207337196,0.276677319659674
"YQH52","Information Treatment",0.15,0.36,0.210445164274475,0.509554835725525,-0.0280054108304845,-0.237538224489826,0.181527402828857,0.603249362871954,0.155737981861076,-0.0537948317982652,0.365270795520417,0.0730346937775891,0.172481863495392,-0.0370509501639492,0.382014677154733,0.186119235913825,-0.0234135777455162,0.395652049573166,0.138082983044964,-0.0714498306143772,0.347615796704305,0.113658148152335,-0.0958746655070062,0.323190961811676
"ZNM81","Information Treatment",0.3,0.268,0.0638754123362673,0.472124587663733,-0.418963784995987,-0.629387004890142,-0.208540565101832,0.999942896275548,0.160151047958245,-0.0493130530713387,0.369615148987829,0.0674436416504595,0.124733613040397,-0.0847194337900985,0.334186659870892,0.160077445656764,-0.0493805663958263,0.369535457709354,0.0998630587887541,-0.109471838270114,0.309197955847623,0.0749519984424885,-0.134328849150228,0.284232846035205
